subway_station,subway_station,subway_station,police,police,police,primary_school,primary_school,primary_school,university,university,university,library,library,library,night_club,night_club,night_club,shopping_mall,shopping_mall,shopping_mall,supermarket,supermarket,supermarket,bus_station,bus_station,bus_station,park,park,park,church,church,church,hospital,hospital,hospital
1,2,6,1,2,12,1,4,20,5,16,33,1,2,13,0,1,8,2,4,32,6,13,60,5,12,42,9,27,60,10,20,60,6,12,60
0,1,1,1,2,4,1,3,4,0,0,3,0,2,3,0,3,8,5,18,20,5,12,20,0,9,14,7,29,58,2,9,20,0,5,14
1,1,1,4,9,10,3,8,14,0,3,11,2,6,13,3,10,15,4,6,7,6,23,32,9,15,21,18,38,60,3,20,31,9,24,43
1,2,5,6,12,16,4,9,14,1,5,22,4,12,18,3,10,16,1,11,24,0,10,28,5,14,30,5,21,47,7,29,47,4,17,38
1,3,6,7,11,21,2,3,5,1,25,31,5,14,22,18,27,33,20,36,58,3,13,21,13,31,54,7,26,42,3,25,39,6,51,60
0,1,1,2,7,9,2,6,8,0,1,8,1,5,7,2,7,11,0,6,6,4,15,23,0,10,14,14,36,47,2,9,23,7,16,38
1,1,9,0,1,13,1,1,30,0,2,60,0,1,40,0,0,15,0,0,11,0,1,55,0,7,57,2,21,60,3,4,60,0,3,60
1,2,10,1,4,17,2,7,31,6,11,60,2,3,41,1,1,10,0,0,5,2,6,47,7,7,60,3,23,60,4,16,60,15,18,47
1,1,12,2,4,22,3,6,46,6,56,60,3,7,55,1,3,21,1,3,19,4,8,60,2,8,60,9,39,60,7,12,60,1,2,60
0,0,9,1,2,15,2,8,28,0,5,47,1,6,30,0,1,6,0,0,5,1,7,42,3,6,51,12,27,60,7,20,60,3,6,41
0,0,3,0,1,5,0,1,9,0,2,20,1,9,16,0,0,1,0,0,2,0,2,16,1,2,24,9,19,60,0,1,32,0,1,9
1,3,3,0,2,5,3,9,14,4,27,57,4,15,24,2,3,8,2,8,10,3,13,27,5,13,25,13,48,60,26,56,60,5,20,41
1,1,2,1,2,8,2,5,9,0,11,21,2,4,6,0,3,4,1,2,2,5,11,22,3,5,18,8,30,51,2,24,42,1,2,14
0,2,5,2,11,16,1,3,6,5,11,24,3,10,17,14,26,29,16,24,28,7,15,19,1,27,38,7,24,41,4,13,26,19,40,59
0,3,4,3,12,14,2,9,12,1,6,19,1,9,15,2,7,13,2,7,14,3,7,24,3,18,28,5,24,45,4,24,40,5,10,25
0,6,7,8,13,24,3,9,11,2,6,21,8,17,23,5,10,51,12,40,57,10,15,19,2,19,43,8,27,52,10,25,55,7,36,57
0,0,0,2,4,7,4,7,11,0,1,2,1,3,8,0,2,5,0,0,1,5,13,23,2,3,6,8,29,41,5,15,30,2,7,13
1,1,1,4,9,10,3,8,14,0,3,11,2,6,13,3,10,15,4,6,7,6,23,32,9,15,21,18,38,60,3,20,31,9,24,43
0,0,0,2,4,7,4,8,10,0,1,2,2,4,10,0,4,6,0,1,1,6,16,23,2,3,9,5,32,46,8,21,31,3,8,13
0,2,3,3,13,16,2,4,10,5,10,17,3,11,17,7,27,28,1,25,28,5,19,22,1,30,35,9,26,60,8,13,23,22,40,48
0,1,1,1,6,8,4,11,12,1,2,2,1,5,7,4,6,9,1,3,6,6,19,29,0,10,16,7,35,60,9,20,27,7,10,19
0,2,7,0,1,14,2,5,22,0,0,58,0,2,26,0,1,9,2,11,47,1,9,60,2,11,60,14,36,60,1,7,60,2,5,60
1,2,7,3,4,18,1,2,20,1,18,34,0,3,13,2,6,6,1,1,22,6,8,53,6,13,44,5,21,60,10,16,59,10,31,60
1,2,10,0,1,14,1,2,26,11,11,60,2,4,29,0,0,17,0,3,33,6,9,60,3,8,60,8,19,60,7,10,60,0,3,60
1,3,6,1,11,18,2,5,6,1,16,35,0,10,28,28,60,60,1,29,42,3,14,26,9,29,52,10,44,60,6,42,60,13,36,60
1,4,6,0,5,15,3,6,10,13,20,24,3,11,16,8,41,54,2,10,20,7,18,30,4,17,33,7,46,60,15,36,54,18,43,55
1,2,6,3,3,13,1,3,15,0,1,31,0,0,10,2,3,6,0,0,10,2,6,42,4,8,41,11,32,60,4,12,57,2,13,60
1,2,4,1,2,5,1,2,4,0,20,25,0,3,14,1,5,9,2,13,17,5,20,27,7,20,35,6,28,56,6,21,28,7,17,39
1,5,7,2,11,20,0,10,13,2,12,28,2,15,24,39,60,60,9,28,41,5,18,33,2,19,50,12,42,60,12,42,60,16,55,60
2,4,9,3,16,28,0,7,16,3,11,30,3,14,30,32,60,60,11,38,59,4,21,35,3,19,53,12,40,60,8,46,60,17,55,60
0,3,5,3,12,15,4,9,14,3,17,22,2,9,17,2,9,28,2,9,15,4,7,18,6,19,20,9,27,52,7,36,43,6,18,43
0,5,6,0,6,13,2,6,8,1,9,35,3,11,20,21,60,60,3,25,41,4,17,32,8,31,44,8,43,60,10,39,60,7,53,60
0,4,14,1,4,23,1,3,36,9,23,60,1,7,60,3,11,60,1,7,60,8,32,60,4,21,60,7,34,60,13,41,60,2,35,60
1,2,6,0,5,17,3,5,22,0,1,25,1,4,27,1,2,23,1,2,37,2,6,52,5,9,44,8,32,60,4,14,60,0,17,60
1,4,5,2,5,9,2,9,13,0,12,17,5,14,22,2,18,35,2,17,42,4,17,39,2,18,37,11,31,60,18,50,60,10,60,60
0,4,4,3,6,8,4,7,10,4,15,47,4,15,22,7,33,46,5,39,44,6,24,34,6,27,48,6,45,60,13,49,60,10,60,60
1,4,8,2,4,20,3,7,12,4,21,26,3,12,21,35,56,60,6,16,32,8,21,30,2,19,46,12,42,60,11,43,60,28,50,60
0,0,10,0,1,18,0,2,19,2,6,45,2,3,31,0,2,38,0,0,39,3,4,60,0,1,60,5,15,60,1,6,60,0,10,60
1,2,6,1,1,15,1,6,24,2,2,52,0,2,29,2,3,17,4,4,22,3,12,60,10,17,45,13,23,60,6,30,60,1,30,60
2,2,6,1,8,10,2,8,22,0,12,34,2,10,26,4,4,11,1,1,13,5,16,54,6,9,44,4,24,60,12,24,60,22,60,60
0,1,4,0,2,4,1,5,12,1,3,7,2,4,7,2,4,7,0,0,0,4,8,19,0,2,19,3,22,60,3,11,25,0,7,23
1,1,8,0,2,23,2,2,22,0,10,45,0,2,31,4,7,44,1,9,34,3,7,59,2,7,58,11,23,60,5,11,60,1,6,60
2,2,6,1,8,13,2,8,22,0,10,34,0,8,27,3,5,11,1,3,14,8,14,57,4,9,43,5,24,60,12,22,60,5,52,60
1,4,6,0,3,11,0,4,15,1,3,31,1,2,17,3,4,10,0,0,3,6,10,38,6,13,29,9,42,60,6,13,41,2,11,60
0,2,6,4,6,9,3,5,21,0,4,34,1,3,24,0,4,12,0,2,15,5,16,60,0,9,45,5,13,60,5,20,60,3,9,60
0,0,2,0,1,6,0,0,18,0,2,45,0,3,22,0,1,6,0,0,7,2,6,37,0,0,16,3,19,60,0,6,50,0,1,60
0,0,3,0,1,11,4,7,21,2,5,55,3,9,26,0,2,8,2,5,12,5,21,51,0,0,31,7,27,60,4,20,60,4,29,60
0,0,7,1,1,12,2,4,21,0,8,45,1,3,25,0,0,14,0,0,21,1,4,50,0,7,39,10,33,60,5,18,60,0,31,60
1,2,17,0,5,25,0,7,42,12,33,60,3,12,60,2,9,60,2,6,60,12,25,60,4,16,60,9,36,60,15,42,60,6,16,60
1,3,20,0,6,36,2,12,44,5,24,60,3,18,60,0,3,60,1,13,60,2,14,60,4,27,60,16,44,60,3,41,60,4,24,60
1,2,5,3,4,6,1,8,14,5,25,41,2,12,19,5,9,25,3,8,19,9,34,43,7,26,42,11,35,55,10,44,60,6,48,60
1,4,7,2,4,6,2,9,12,3,13,25,3,9,18,4,32,41,2,18,35,8,26,45,12,35,54,7,28,55,10,49,60,35,60,60
1,3,7,1,4,7,3,9,13,2,17,33,2,12,21,5,13,35,1,11,30,5,25,46,8,30,55,11,34,60,12,47,60,11,60,60
1,3,7,0,6,17,1,8,14,7,29,38,3,29,43,0,0,2,3,13,15,6,22,29,5,25,39,6,32,60,14,47,60,4,37,60
1,2,13,0,1,24,0,1,35,0,7,60,0,2,47,0,3,38,0,1,39,3,8,60,3,8,60,11,25,60,2,9,60,2,4,60
0,0,10,1,1,20,0,2,34,0,1,49,1,3,44,0,0,13,0,4,11,2,8,60,0,4,60,5,16,60,0,4,60,0,3,60
0,1,5,0,1,14,2,4,21,0,9,46,1,3,28,0,1,15,0,0,22,1,6,50,0,11,38,11,33,60,5,27,60,1,35,60
0,1,6,2,2,15,1,2,22,0,2,30,1,4,23,0,8,23,1,12,27,2,10,51,0,8,51,4,26,60,2,12,60,1,9,60
1,3,6,2,4,9,2,6,10,4,22,28,5,13,18,10,32,45,9,32,52,7,19,30,5,34,49,12,33,60,16,45,60,10,60,60
0,1,3,0,2,3,1,3,5,0,19,24,0,4,9,0,2,8,5,6,10,12,20,27,4,18,32,4,19,52,3,18,31,3,15,24
0,2,12,1,6,19,2,4,27,10,18,60,3,7,43,2,5,60,1,15,58,5,8,60,1,6,60,8,29,60,7,14,60,21,24,60
1,3,6,2,5,10,2,7,14,1,12,20,7,17,22,1,25,40,2,30,43,6,20,35,4,22,35,11,36,60,19,50,60,10,60,60
1,2,6,0,5,17,3,5,22,1,1,24,1,5,27,1,2,24,1,2,41,2,7,52,5,9,41,10,34,60,2,17,60,11,17,60
0,0,4,0,1,11,0,2,20,1,2,46,0,4,24,0,1,8,0,0,11,4,10,50,0,0,20,9,19,60,3,8,60,1,22,60
0,2,12,1,1,24,2,3,41,0,57,60,2,13,59,2,3,39,0,2,40,2,11,60,1,8,60,8,24,60,1,15,60,0,8,60
0,0,7,0,1,15,0,3,18,0,1,14,0,2,13,0,0,8,1,2,19,0,12,51,2,4,48,8,21,60,0,6,56,0,16,60
0,1,6,0,1,10,0,1,14,0,8,34,1,2,12,1,2,7,0,1,18,1,8,40,0,7,41,5,18,60,4,10,51,0,12,60
1,2,8,0,1,15,2,2,24,8,11,60,3,3,26,0,1,14,1,8,39,8,11,60,3,11,60,9,27,60,8,11,60,1,5,52
0,2,7,0,2,10,1,5,16,1,13,34,1,2,10,0,2,7,0,3,29,4,13,46,0,13,47,4,28,60,2,21,52,1,16,60
1,2,7,0,2,15,1,1,24,0,14,34,0,2,14,1,2,7,0,3,31,2,13,53,4,14,43,9,18,60,5,22,60,3,19,60
1,3,7,0,7,12,1,7,10,2,26,46,3,23,42,0,1,2,5,13,24,6,18,25,5,21,41,7,42,60,9,43,60,9,19,59
1,2,5,1,3,7,1,7,16,1,2,30,1,3,14,2,4,8,0,0,3,4,9,31,0,6,27,17,32,60,6,19,36,12,20,58
0,1,11,3,5,19,3,8,36,2,11,60,1,2,47,0,3,15,0,1,14,3,11,60,0,6,60,12,28,60,2,21,60,1,4,60
1,3,6,3,8,10,2,4,11,11,15,28,3,15,23,1,8,29,1,22,41,3,16,32,9,24,51,8,38,60,10,37,60,4,33,60
2,2,17,1,3,31,3,8,42,7,28,60,3,16,60,1,8,60,3,7,60,7,21,60,7,21,60,10,42,60,13,46,60,9,35,60
1,4,6,1,6,6,3,7,16,1,11,27,2,17,25,0,10,19,1,16,39,2,14,40,6,29,51,6,44,60,4,37,60,3,54,60
0,0,5,0,1,8,0,2,16,1,1,40,0,1,18,0,0,11,0,0,3,0,2,38,1,1,26,6,23,60,3,6,45,8,12,60
0,0,4,1,1,12,1,5,20,2,3,46,2,7,23,1,1,8,0,2,11,6,13,51,0,0,27,12,23,60,8,10,60,2,15,60
1,2,7,0,0,11,1,3,19,0,9,32,1,5,14,0,0,11,0,2,11,5,9,47,6,7,41,11,27,60,5,9,57,1,4,60
1,3,7,0,2,11,1,4,17,1,5,32,1,2,17,2,3,11,0,2,3,4,10,41,3,15,31,8,39,60,4,12,51,1,7,60
1,2,2,3,7,10,4,8,12,1,7,10,1,13,19,2,9,14,1,5,20,8,27,31,4,7,16,6,47,60,13,46,60,18,34,56
1,1,3,0,4,9,1,6,10,3,8,11,2,8,14,6,9,13,1,9,19,5,22,34,4,9,23,9,31,60,12,36,60,6,31,46
0,0,0,0,4,5,3,4,5,0,1,1,0,2,2,0,1,1,0,5,11,1,9,23,1,2,7,5,29,43,2,12,16,1,6,14
0,1,8,4,4,17,1,3,25,0,0,18,1,2,29,0,0,15,0,2,30,1,5,52,2,8,53,9,22,60,2,9,60,1,1,60
0,1,6,2,2,15,2,3,23,0,0,20,2,2,28,0,1,6,4,7,15,3,5,39,1,14,43,8,26,60,5,8,51,0,3,60
1,3,15,1,4,26,0,5,36,3,33,60,1,9,60,3,9,60,3,7,60,9,29,60,6,19,60,8,31,60,15,43,60,3,35,60
0,0,3,1,1,4,1,3,7,0,3,22,0,9,17,0,0,3,0,0,9,1,3,11,3,3,20,3,13,51,1,1,14,0,0,3
0,1,2,4,5,7,3,7,10,1,2,5,2,3,12,1,2,8,1,2,6,5,16,24,0,11,16,9,34,58,12,19,40,4,20,45
1,1,2,0,4,6,1,3,7,1,13,15,1,2,7,0,7,13,0,6,9,1,6,13,4,11,15,8,35,59,2,16,35,0,8,22
0,0,13,1,1,23,1,1,29,1,13,34,3,4,20,0,0,16,1,2,38,2,3,60,0,2,60,7,21,60,3,4,60,15,22,60
0,0,13,1,1,23,1,1,29,1,13,34,2,4,20,0,0,16,1,2,38,2,3,60,0,2,60,5,21,60,3,5,60,14,22,60
0,0,13,1,1,23,1,1,29,1,13,34,2,4,20,0,0,16,1,2,38,2,3,60,0,2,60,5,21,60,3,5,60,14,22,60
0,0,12,1,1,23,1,1,29,1,13,34,2,4,20,0,0,16,1,2,38,2,3,60,0,2,60,5,21,60,3,5,60,14,22,60
1,2,9,0,1,15,2,2,25,11,11,60,3,3,26,0,1,15,0,7,32,7,11,60,3,10,60,11,25,60,10,10,60,1,4,60
0,0,9,0,2,18,2,3,28,1,2,35,0,1,20,0,0,24,0,7,36,0,8,60,1,3,60,2,23,60,1,5,60,3,5,60
1,3,6,2,4,8,3,5,10,6,23,46,3,11,19,7,26,46,5,27,50,6,23,27,9,35,54,9,46,60,12,50,60,8,44,60
1,3,4,1,9,19,2,4,8,8,22,32,0,14,26,1,55,60,9,14,34,3,13,25,5,30,46,15,42,60,8,46,60,6,29,51
0,2,7,0,2,10,0,2,18,8,10,34,1,2,12,0,4,7,0,2,28,2,13,47,1,12,39,6,28,60,2,24,56,0,17,60
1,2,11,1,1,18,2,2,26,9,11,60,3,4,29,0,1,20,1,4,41,8,10,60,4,10,60,8,25,60,10,10,60,1,4,60
0,0,0,0,2,4,0,5,7,0,0,1,0,1,4,0,3,3,0,0,1,5,7,14,0,2,4,6,25,43,1,10,19,0,6,8
0,1,2,1,11,13,3,12,15,1,3,7,1,10,16,1,8,12,1,6,6,6,27,36,6,17,23,4,58,60,6,28,42,1,24,34
1,3,6,10,11,17,7,10,11,2,12,21,6,13,19,4,10,41,2,14,35,2,14,28,8,12,32,5,27,46,10,33,50,5,18,58
1,3,7,1,7,19,1,6,12,3,21,48,4,34,42,0,0,2,3,14,25,9,20,30,6,25,47,6,35,60,7,46,60,5,37,60
0,0,9,0,1,16,3,6,32,1,4,48,3,5,34,1,1,10,0,0,7,0,9,60,2,5,52,14,27,60,3,17,60,1,5,60
0,2,10,1,8,23,2,10,38,3,5,60,0,3,44,1,3,13,0,1,14,3,16,60,0,12,60,12,35,60,13,35,60,2,14,60
0,0,9,0,2,18,2,6,35,0,3,50,0,6,39,0,1,9,0,0,6,4,13,60,0,4,57,5,31,60,6,15,60,3,5,60
0,1,11,0,3,18,0,7,37,2,6,60,0,1,46,0,2,16,0,0,12,1,6,57,0,3,60,7,22,60,0,8,60,0,2,60
0,1,10,2,3,20,3,8,33,2,15,60,1,4,35,1,2,11,0,0,9,3,8,54,0,8,60,6,31,60,5,26,60,2,19,60
0,2,8,0,2,17,1,6,26,0,8,47,0,5,31,0,0,6,0,0,5,1,4,45,0,8,51,3,27,60,4,16,60,1,18,43
1,2,4,1,10,13,3,8,14,2,15,26,7,22,36,1,3,5,0,4,12,7,11,27,5,20,34,8,42,60,27,49,60,18,28,35
1,2,9,0,3,18,1,3,31,0,8,60,1,3,43,0,1,15,0,0,9,0,3,51,3,10,60,5,20,60,4,7,60,0,17,60
1,1,9,0,4,19,0,10,30,6,12,60,1,4,37,0,2,9,0,0,7,0,7,50,4,7,56,3,17,60,4,16,60,1,18,60
0,1,10,2,4,19,3,8,33,7,16,60,2,3,35,1,2,11,0,0,10,3,9,54,0,7,59,5,29,60,5,24,60,1,18,60
0,0,2,0,10,19,2,11,16,0,2,7,3,11,18,1,4,5,0,0,6,7,16,29,1,13,27,9,47,60,10,30,44,3,7,23
0,5,7,3,18,30,3,7,11,1,11,26,5,17,27,4,11,58,14,47,60,12,14,17,4,30,48,6,29,50,8,28,57,9,31,60
0,0,9,0,1,17,2,7,35,3,18,59,3,8,34,1,1,10,0,0,8,1,3,60,2,6,50,2,27,60,3,17,60,0,2,60
0,0,0,2,3,5,3,6,9,0,1,1,1,4,7,0,3,5,0,0,1,5,10,22,2,2,5,6,30,45,4,14,27,2,8,11
1,3,6,2,6,12,2,7,10,2,20,47,4,21,42,0,1,2,6,14,25,7,16,30,6,22,41,7,41,60,11,43,60,10,19,56
0,5,7,5,20,23,0,3,7,1,13,43,3,17,32,44,60,60,11,40,60,3,12,26,5,38,58,10,40,60,9,46,60,10,43,60
1,2,7,0,2,15,1,1,25,0,14,34,0,4,15,1,2,9,0,4,32,2,12,56,4,13,45,8,20,60,5,23,60,2,18,60
0,2,6,1,1,10,0,3,19,8,10,34,1,1,12,1,4,7,1,1,28,3,13,48,4,11,38,6,25,60,3,22,56,9,14,60
1,2,7,1,2,10,1,6,17,2,4,38,2,3,19,0,0,7,0,8,28,3,12,50,3,7,52,10,36,60,3,10,60,2,5,40
0,4,4,0,2,7,1,4,7,20,28,32,1,10,15,1,16,32,1,12,25,4,28,39,6,39,49,13,48,60,9,33,59,7,31,60
0,1,2,1,2,4,1,4,9,0,0,2,0,2,6,2,4,9,1,15,21,2,11,24,0,10,15,12,34,59,3,11,27,3,6,27
1,2,6,2,5,16,3,6,7,2,16,45,0,5,24,11,60,60,1,20,41,4,19,31,13,30,48,14,48,60,12,44,60,13,33,60
1,3,5,1,3,7,2,7,9,2,26,37,4,11,17,8,59,60,2,14,31,6,23,41,10,31,42,11,43,60,10,38,60,11,51,60
0,0,12,1,1,23,1,1,30,2,13,33,3,4,19,0,1,12,1,2,38,1,3,60,0,1,60,7,19,60,3,7,60,18,23,60
1,5,7,2,11,26,0,8,13,3,13,27,2,15,29,39,60,60,11,29,43,5,20,36,2,19,51,12,41,60,12,47,60,17,52,60
0,1,7,1,3,13,1,5,17,0,0,16,0,2,14,0,0,8,1,2,18,5,15,49,2,7,48,13,24,60,3,7,52,1,3,53
0,5,8,7,20,23,0,3,8,2,16,45,4,17,31,45,60,60,12,42,60,4,13,27,6,37,59,12,34,60,7,50,60,10,47,60
1,2,5,0,3,4,1,3,8,1,25,30,2,8,14,0,12,45,2,9,23,6,29,37,10,27,45,8,44,60,8,33,48,8,25,51
0,1,6,0,1,10,1,2,16,0,9,34,0,2,12,1,3,6,0,1,14,2,7,41,0,7,35,7,26,60,3,10,52,0,13,60
1,3,6,1,6,16,2,6,7,2,16,44,0,5,24,11,60,60,1,19,41,3,14,30,13,29,50,13,48,60,18,41,60,14,30,60
1,5,7,1,16,25,0,10,16,5,17,28,2,18,29,24,60,60,7,35,58,2,21,37,1,18,46,14,39,60,7,44,60,17,52,60
0,4,5,1,3,6,3,8,11,1,3,8,4,9,13,1,14,21,2,12,24,8,18,32,4,22,26,16,43,60,8,41,54,4,23,41
1,2,3,0,2,7,1,6,10,2,8,10,2,5,15,6,9,15,2,10,23,4,20,32,2,11,26,8,34,60,11,29,53,5,12,42
0,2,4,0,2,4,2,5,9,3,5,9,0,6,13,4,9,19,3,7,27,4,19,29,2,17,27,8,42,60,10,29,46,3,16,34
0,1,10,4,4,18,0,3,25,0,1,18,0,2,20,0,0,19,0,1,34,0,2,60,1,7,59,7,20,60,1,10,60,1,3,60
0,0,11,0,1,18,0,2,20,1,7,50,2,3,31,0,2,37,0,0,39,2,5,59,0,1,60,5,15,60,1,6,60,0,12,60
1,4,5,0,3,8,0,5,13,0,8,17,4,14,23,1,25,38,2,19,42,3,16,35,0,16,38,7,27,53,12,54,60,11,60,60
0,0,5,0,2,12,2,4,10,1,4,22,9,15,20,1,1,3,0,0,10,3,7,15,2,5,36,9,28,60,3,7,24,0,2,7
1,3,5,1,6,13,2,8,11,2,3,7,2,10,13,5,11,20,0,2,29,6,17,24,2,9,26,9,39,60,11,27,38,5,17,34
0,3,6,0,5,9,0,8,14,0,12,17,4,15,25,2,25,41,1,28,45,4,21,36,1,20,39,13,26,59,14,58,60,7,60,60
1,2,5,1,3,7,1,7,16,1,2,30,1,3,14,2,4,8,0,0,3,4,9,31,0,6,27,17,32,60,6,19,36,12,20,58
0,1,6,0,3,7,0,3,18,1,1,32,1,1,15,0,2,10,0,0,3,0,5,35,1,2,30,10,32,60,2,15,42,8,15,60
1,1,4,2,2,4,1,3,7,2,2,36,1,2,12,1,1,1,0,0,3,2,6,15,1,1,7,6,14,40,6,7,22,1,6,18
2,3,7,0,5,6,3,9,17,8,23,43,7,18,31,0,0,5,9,13,16,9,19,30,7,22,44,15,46,60,13,46,60,8,20,49
0,3,15,1,4,28,2,7,38,2,25,60,0,11,60,4,10,60,2,8,60,9,34,60,3,21,60,11,37,60,14,45,60,2,56,60
0,2,18,0,1,25,2,5,42,20,60,60,4,16,60,1,7,60,0,5,60,4,16,60,2,13,60,4,35,60,3,35,60,3,13,60
1,5,5,4,5,8,2,7,14,1,21,34,4,16,29,0,6,11,2,15,33,1,19,31,8,29,43,7,45,60,7,36,60,4,39,60
1,1,17,0,1,24,2,10,45,30,60,60,6,19,60,1,3,56,1,5,60,2,13,60,7,13,60,8,38,60,11,36,60,1,16,60
0,0,9,0,1,17,2,7,34,3,10,55,3,8,36,1,1,10,0,0,8,1,4,60,2,7,50,3,26,60,3,16,60,0,3,60
1,1,13,2,4,22,3,5,47,6,50,60,3,6,52,1,3,23,1,2,19,4,9,60,3,8,60,12,39,60,7,16,60,1,3,60
0,2,14,0,4,31,3,5,45,2,9,60,2,6,46,0,2,16,1,1,19,3,8,60,5,19,60,5,17,60,7,27,60,25,34,60
0,0,3,1,1,6,1,2,14,5,16,21,7,11,20,0,1,1,0,0,0,1,3,17,0,1,24,8,23,60,1,10,38,1,1,8
1,1,3,6,11,17,2,7,10,0,10,12,2,8,16,6,14,29,5,16,26,9,20,30,7,24,34,14,35,60,5,14,24,15,37,43
1,2,8,2,4,18,1,4,19,1,14,32,0,0,11,1,4,6,0,1,16,2,9,53,3,11,44,8,25,60,6,14,59,2,14,60
0,0,13,1,1,23,1,1,29,1,13,34,3,4,20,0,0,16,1,2,38,2,3,60,0,2,60,7,21,60,3,4,60,15,22,60
1,3,5,2,4,9,2,6,10,9,32,47,5,10,22,9,21,39,5,21,52,5,17,36,9,31,58,12,50,60,13,45,60,13,44,60
2,2,6,3,4,14,1,3,17,1,1,32,0,0,10,2,4,6,0,1,10,2,9,44,4,11,40,9,31,60,5,16,57,2,13,60
2,5,8,10,20,23,0,4,8,4,27,46,7,19,33,39,60,60,13,47,60,1,14,24,17,36,54,7,38,60,12,47,60,11,60,60
2,3,6,0,2,11,0,4,15,1,2,31,0,2,17,3,4,10,0,1,3,6,10,34,9,13,29,6,34,60,4,12,40,4,8,60
1,4,6,0,3,8,4,5,12,4,7,19,1,11,24,16,33,40,12,24,36,4,22,39,12,30,46,3,29,55,19,51,60,47,60,60
2,4,7,0,4,8,3,5,11,4,8,18,1,12,24,15,31,40,7,24,39,4,21,36,9,28,47,4,27,55,16,53,60,44,60,60
1,4,7,2,6,18,2,4,24,0,0,31,0,3,29,0,2,6,0,5,19,1,4,51,9,22,50,9,35,60,3,11,51,2,5,56
1,1,2,0,4,7,2,7,11,2,7,10,1,4,13,6,8,12,0,6,15,9,21,32,3,8,17,11,37,60,9,36,53,5,32,36
0,1,3,3,6,9,0,10,10,1,3,7,2,9,16,1,4,11,0,6,16,5,20,31,0,14,21,13,31,60,11,34,47,8,40,49
1,4,4,8,10,11,2,5,9,1,7,14,0,7,16,3,17,25,0,32,33,1,13,24,3,14,22,11,40,60,4,18,40,0,14,41
0,2,9,0,2,20,3,8,23,0,1,26,3,7,29,3,9,39,0,1,58,5,12,50,0,6,49,6,44,60,7,23,60,3,21,49
1,3,5,0,4,13,2,8,17,8,25,32,4,22,36,0,3,5,2,14,15,4,23,25,6,25,39,9,44,60,19,58,60,11,35,41
1,2,5,1,3,5,3,7,14,1,1,27,1,4,11,2,4,7,0,0,2,4,8,26,0,5,22,13,34,60,8,18,30,7,20,43
1,2,3,1,2,4,1,2,5,0,20,23,0,3,13,1,3,6,3,7,16,3,18,26,7,21,34,3,27,55,4,20,26,6,14,36
2,5,7,2,18,25,2,12,14,6,19,29,4,21,26,15,60,60,3,34,57,1,20,36,3,17,41,12,38,60,5,45,60,17,52,60
1,3,6,1,10,14,1,4,9,10,19,38,7,14,26,1,9,59,9,12,27,4,15,31,6,20,45,16,39,60,6,45,60,5,24,53
2,5,9,6,21,31,3,5,14,3,15,31,8,17,31,6,60,60,19,53,60,2,20,31,4,32,52,10,34,60,8,42,60,9,45,60
0,0,0,2,3,5,3,7,10,0,1,2,1,3,7,1,4,5,0,1,1,6,14,21,2,2,8,5,28,42,6,17,29,4,8,11
1,2,6,0,8,13,1,7,22,1,8,42,2,8,27,3,5,10,0,5,13,4,21,54,2,9,43,5,26,60,7,22,60,22,60,60
1,2,10,4,5,20,3,9,39,7,14,60,4,6,40,0,2,12,0,0,14,5,12,60,10,19,57,5,24,60,14,33,60,10,29,60
1,3,7,0,4,9,1,9,13,3,8,18,0,14,23,18,30,44,15,27,40,6,23,38,9,22,51,5,31,54,23,52,60,29,60,60
1,3,5,1,4,10,1,5,11,2,23,30,2,11,15,3,18,37,3,19,34,11,30,45,8,29,41,8,36,56,12,40,60,6,60,60
0,4,7,1,2,7,4,12,19,6,41,60,4,19,33,0,4,5,0,13,19,5,14,30,6,25,37,15,59,60,13,53,60,4,21,42
1,1,18,0,1,19,2,8,44,29,60,60,8,20,60,0,4,57,2,4,60,3,16,60,7,13,60,9,39,60,13,33,60,3,16,60
