subway_station,subway_station,subway_station,police,police,police,primary_school,primary_school,primary_school,university,university,university,library,library,library,night_club,night_club,night_club,shopping_mall,shopping_mall,shopping_mall,supermarket,supermarket,supermarket,bus_station,bus_station,bus_station,park,park,park,church,church,church,hospital,hospital,hospital
0,1,3,0,2,5,0,3,5,1,2,36,1,2,12,0,1,1,0,0,3,2,2,24,0,1,5,9,15,42,4,6,20,2,2,19
1,1,10,0,3,25,1,3,22,0,10,48,0,2,34,4,6,52,1,8,33,3,6,59,0,7,60,9,29,60,1,10,60,2,4,60
1,4,6,1,7,10,1,7,12,4,19,27,1,15,21,5,23,38,4,32,43,4,19,27,8,30,51,9,33,60,13,46,60,5,60,60
1,2,6,1,1,3,3,13,14,14,26,50,4,18,28,2,3,5,3,8,17,5,18,26,6,18,34,17,53,60,14,60,60,9,32,45
1,3,7,0,4,6,2,6,13,4,12,29,3,9,21,13,37,44,20,33,39,8,22,28,8,28,54,11,32,57,9,60,60,25,60,60
0,2,3,5,12,16,2,8,13,1,4,10,7,20,31,2,4,4,0,1,5,3,16,25,4,19,39,24,46,60,13,29,57,2,22,32
1,3,4,1,4,5,1,10,15,0,3,6,2,10,14,5,13,18,3,6,14,7,19,26,8,16,22,16,46,60,9,40,52,6,31,35
0,3,4,1,4,10,1,6,11,5,23,32,1,9,18,2,15,25,2,12,25,7,31,43,7,23,37,7,34,57,16,36,60,4,54,60
1,1,4,0,4,9,1,6,10,4,8,10,1,7,15,6,8,14,0,9,16,8,22,32,3,9,22,8,32,60,11,37,60,7,32,44
0,0,2,0,1,4,1,3,7,2,21,22,6,13,17,0,0,3,0,0,7,1,4,13,0,4,19,8,19,58,1,1,16,0,0,4
1,3,6,0,9,10,2,6,9,3,23,28,3,11,14,3,21,31,3,24,37,5,24,39,6,27,41,9,35,55,14,29,53,5,50,60
0,2,7,1,1,22,3,7,22,1,1,30,1,4,25,1,4,27,1,3,49,2,7,52,0,9,44,13,35,60,1,22,60,11,18,51
1,2,14,1,3,26,0,4,36,3,28,60,1,4,60,2,8,60,2,6,60,9,23,60,7,15,60,8,34,60,14,31,60,2,30,60
0,2,12,1,2,19,0,4,25,15,20,60,2,6,47,1,5,57,0,3,60,0,13,60,2,11,60,5,29,60,1,23,60,19,27,60
0,4,5,0,3,4,3,5,11,2,8,10,2,11,15,2,11,30,1,22,31,4,16,32,4,19,34,7,33,60,11,30,53,3,18,38
0,2,12,1,2,19,0,4,25,15,20,60,2,6,49,0,5,57,0,3,60,0,13,60,2,11,60,6,29,60,0,25,60,19,27,60
0,0,4,0,3,11,2,6,21,0,8,54,2,12,27,0,3,8,0,5,12,4,21,52,0,1,32,7,32,60,4,19,60,25,60,60
0,1,7,2,3,20,1,2,22,1,10,38,1,3,28,4,7,27,1,10,27,4,8,51,0,7,54,7,26,60,6,12,60,1,7,60
0,0,7,1,1,18,1,2,17,0,0,19,1,1,34,2,2,19,0,3,32,3,6,57,1,1,55,5,16,60,4,5,60,2,4,60
2,3,6,2,3,7,3,6,16,1,1,28,0,3,14,3,5,9,0,0,3,5,14,28,7,11,28,12,34,60,8,16,38,7,15,58
0,1,5,0,1,5,2,4,13,1,1,25,0,2,10,0,2,7,0,0,2,1,6,26,1,1,22,10,27,60,4,13,29,8,15,44
1,3,5,0,4,10,0,4,9,20,25,33,0,9,19,2,9,21,2,20,24,7,19,35,6,33,51,15,46,60,10,26,52,11,39,51
1,2,7,2,4,13,1,3,15,1,8,32,0,0,11,2,5,6,0,1,9,2,9,44,5,11,39,8,31,60,5,17,55,4,13,60
1,2,7,0,2,15,1,1,22,0,14,34,0,2,14,1,2,7,0,4,30,4,13,55,4,14,45,9,21,60,6,23,60,4,16,60
0,2,3,1,3,4,0,6,7,0,4,34,3,10,10,0,11,44,2,8,15,12,27,33,8,17,30,7,33,58,5,27,42,2,28,45
0,4,4,1,3,8,0,3,11,23,30,35,2,9,20,3,24,35,1,17,31,4,21,38,8,40,55,18,51,60,12,45,60,3,43,60
0,2,3,1,2,6,0,5,8,1,6,37,3,10,11,0,28,56,0,11,16,6,29,35,9,18,31,8,37,60,5,28,45,6,29,57
2,4,6,1,3,7,0,6,8,2,13,41,3,12,16,28,60,60,6,14,32,7,23,37,6,29,43,14,45,60,8,42,60,13,51,60
0,5,8,3,12,23,1,7,11,1,10,23,2,15,21,53,60,60,5,30,55,4,14,34,4,25,57,8,43,60,8,36,60,13,54,60
0,2,8,0,3,18,2,5,18,1,2,24,2,3,16,0,0,9,1,2,18,2,14,49,4,9,52,7,27,60,2,9,59,14,18,60
1,4,6,3,20,25,1,7,13,6,19,34,5,24,35,4,26,33,2,26,37,8,18,28,14,39,60,4,54,60,5,22,47,7,42,60
1,3,4,7,11,16,4,8,13,1,15,22,3,10,18,6,10,22,2,10,22,4,9,25,6,19,24,7,25,50,7,33,48,5,21,43
1,3,4,7,11,16,4,8,13,1,15,22,3,10,18,6,10,22,2,10,22,4,9,25,6,19,24,7,25,50,7,33,48,5,21,43
1,3,4,7,11,16,4,8,13,1,15,22,3,10,18,6,10,22,2,10,22,4,9,25,6,19,24,7,25,50,7,33,48,5,21,43
1,3,4,7,11,16,4,8,13,1,15,22,3,10,18,6,10,22,2,10,22,4,9,25,6,19,24,7,25,50,7,33,48,5,21,43
1,3,4,7,11,16,4,8,13,1,15,22,3,10,18,6,10,22,2,10,22,4,9,25,6,19,24,7,25,50,7,33,48,5,21,43
1,3,4,7,11,16,4,8,13,1,15,22,3,10,18,6,10,22,2,10,22,4,9,25,6,19,24,7,25,50,7,33,48,5,21,43
1,3,4,7,11,16,4,8,13,1,15,22,3,10,18,6,10,22,2,10,22,4,9,25,6,19,24,7,25,50,7,33,48,5,21,43
1,3,4,7,11,16,4,8,13,1,15,22,3,10,18,6,10,22,2,10,22,4,9,25,6,19,24,7,25,50,7,33,48,5,21,43
1,3,4,7,11,16,4,8,13,1,15,22,3,10,18,6,10,22,2,10,22,4,9,25,6,19,24,7,25,50,7,33,48,5,21,43
1,3,4,7,11,16,4,8,13,1,15,22,3,10,18,6,10,22,2,10,22,4,9,25,6,19,24,7,25,50,7,33,48,5,21,43
1,3,4,7,11,16,4,8,13,1,15,22,3,10,18,6,10,22,2,10,22,4,9,25,6,19,24,7,25,50,7,33,48,5,21,43
1,4,7,0,8,16,0,6,9,4,29,47,3,21,40,0,2,4,1,19,25,7,20,25,4,21,50,8,40,60,9,41,60,8,27,60
1,2,3,6,11,17,2,7,10,0,9,12,2,8,16,6,18,29,5,19,26,8,20,29,7,27,36,14,34,60,7,14,23,15,38,44
0,3,5,3,12,15,2,10,14,10,20,23,2,9,16,2,15,40,1,8,16,3,13,18,7,19,20,7,33,59,8,38,47,6,29,52
0,2,4,2,10,16,1,3,6,4,8,24,1,9,16,10,26,29,13,23,35,2,12,19,1,23,35,5,21,35,2,11,27,18,35,58
0,2,3,1,5,15,2,6,10,0,5,15,2,5,11,1,5,10,3,4,11,3,6,10,2,15,27,7,24,43,7,15,37,3,9,14
0,2,3,3,13,16,2,4,10,5,10,17,3,11,17,7,27,28,1,25,28,5,19,22,1,30,35,9,26,60,8,13,23,22,40,48
2,5,6,4,15,23,2,12,14,6,21,27,4,21,25,4,55,60,2,33,56,1,21,34,5,19,34,10,35,53,12,44,60,11,51,60
1,3,6,1,3,8,3,7,9,2,10,36,3,10,16,11,60,60,3,13,32,7,24,40,9,28,43,11,43,60,8,40,60,11,53,60
1,3,6,1,3,8,3,7,9,2,10,36,3,10,16,11,60,60,3,13,32,7,24,40,9,28,43,11,43,60,8,40,60,11,53,60
1,2,4,0,2,7,3,8,17,9,17,35,3,17,27,2,4,8,2,6,14,4,15,31,4,16,26,20,48,60,19,60,60,6,26,38
1,3,5,0,1,8,1,5,18,0,2,29,0,1,23,0,0,3,0,0,0,1,2,22,7,13,28,6,22,60,3,12,49,0,1,26
0,0,10,0,2,19,2,6,36,0,1,50,2,7,42,0,1,10,0,0,7,5,10,60,0,5,59,17,30,60,6,13,60,2,5,60
0,1,7,1,2,14,2,5,24,2,8,47,2,6,30,0,1,5,0,0,4,3,10,36,3,6,46,2,33,60,4,24,60,2,6,40
0,2,8,1,2,15,2,7,26,0,5,47,1,6,30,0,0,6,0,0,5,2,7,41,3,6,48,5,27,60,6,19,60,3,4,41
0,2,10,3,3,21,5,9,33,3,13,60,1,3,42,2,3,11,0,1,10,4,10,59,0,10,60,14,31,60,10,24,60,1,6,60
0,1,9,3,3,21,5,8,32,3,13,60,1,3,39,1,3,12,0,0,13,5,8,59,0,8,59,7,29,60,7,24,60,2,20,60
1,2,4,1,10,13,3,7,12,0,16,27,6,20,34,1,4,5,0,5,12,6,11,28,5,19,30,10,42,60,22,50,60,18,27,35
0,0,7,1,2,14,3,5,24,3,13,45,3,7,29,0,1,4,0,0,4,4,10,34,3,3,46,6,33,60,8,27,60,2,6,31
1,2,10,0,6,24,1,11,38,1,5,60,0,5,46,1,2,14,1,1,15,4,15,60,2,12,56,11,38,60,15,34,60,2,13,60
0,0,9,0,2,19,3,6,34,1,8,50,4,6,39,1,1,10,0,0,7,2,8,60,2,7,53,9,29,60,3,14,60,0,5,60
0,0,10,0,1,20,0,2,34,0,1,49,1,2,44,0,0,13,0,4,11,3,9,60,0,4,60,5,17,60,1,4,60,0,4,60
2,3,5,1,8,14,2,11,13,2,22,34,7,29,37,0,3,5,2,8,15,5,19,25,7,24,38,7,35,60,16,50,60,18,27,55
1,2,9,0,2,19,3,6,22,1,2,25,0,3,16,0,0,10,1,1,19,4,11,52,2,9,60,8,26,60,5,7,60,3,18,60
0,2,7,2,4,19,1,4,20,0,9,32,0,0,12,1,4,6,0,1,13,2,8,52,2,11,46,8,28,60,3,14,60,0,15,60
0,2,4,5,13,16,2,4,8,5,10,17,3,10,16,6,27,28,0,25,28,4,17,22,1,28,36,8,25,56,6,12,22,23,40,47
0,0,1,2,4,7,6,10,12,1,2,2,2,6,8,1,5,7,0,1,5,5,19,26,0,8,17,7,29,60,9,21,30,7,9,18
1,2,6,3,6,8,3,6,10,8,32,45,3,13,22,8,20,40,7,21,46,6,15,35,8,22,58,15,54,60,15,45,60,13,45,60
0,0,13,1,1,24,1,1,31,2,13,35,1,4,21,0,0,17,1,2,38,1,3,60,0,2,60,7,22,60,3,5,60,0,23,60
1,2,6,0,1,12,1,4,18,0,2,44,1,3,20,1,1,6,6,10,25,7,13,49,6,12,48,11,34,60,3,9,60,0,3,24
1,2,7,1,4,17,0,3,23,6,19,34,0,4,15,2,4,6,1,1,26,4,11,57,7,13,46,5,20,60,5,19,60,9,32,60
1,5,7,2,11,23,0,8,13,3,11,29,2,14,27,38,60,60,11,30,42,5,19,35,2,17,52,13,42,60,12,45,60,16,56,60
0,5,6,2,9,18,1,7,11,0,9,25,1,12,23,36,60,60,6,27,42,4,19,31,3,26,54,12,45,60,9,42,60,10,57,60
2,4,7,1,6,17,3,6,15,7,22,26,4,12,21,30,51,60,5,16,29,8,19,28,2,16,41,13,47,60,18,40,60,27,46,60
1,3,6,0,5,16,1,5,24,0,2,51,0,2,29,1,4,13,1,5,24,3,11,60,2,14,46,6,23,60,5,20,60,2,8,60
0,3,6,2,3,8,0,5,16,0,2,31,1,3,16,1,5,10,0,0,3,2,12,36,2,12,30,9,40,60,5,18,41,3,22,60
0,3,6,2,3,8,0,5,16,0,2,31,1,3,16,1,5,10,0,0,3,2,12,36,2,12,30,9,40,60,5,18,41,3,22,60
0,0,4,0,1,12,1,4,20,1,6,48,2,7,23,1,1,8,0,2,11,7,13,51,0,1,27,9,22,60,7,10,60,3,53,60
0,2,7,0,7,11,2,5,18,1,11,33,2,7,22,0,3,10,0,2,14,4,13,56,0,12,42,6,22,60,6,15,60,4,7,60
1,2,5,0,4,4,4,6,13,0,4,23,2,5,9,2,5,7,0,0,2,5,11,22,0,8,22,12,32,60,7,16,30,6,15,23
1,2,5,1,3,4,3,7,13,0,2,25,1,4,10,2,3,7,0,0,2,7,9,22,0,5,22,10,34,60,10,19,30,6,20,24
0,0,2,1,5,5,3,4,6,0,1,3,1,2,4,0,1,5,1,2,10,1,12,24,0,4,12,6,29,53,7,13,21,3,6,23
1,4,4,2,4,11,1,4,9,1,25,31,3,10,16,3,9,14,7,18,22,5,15,33,8,25,39,14,44,60,7,26,51,20,32,60
0,3,4,2,9,11,2,4,12,0,25,28,5,9,19,1,8,13,8,17,19,6,17,28,5,23,32,18,45,60,6,32,55,13,43,60
2,3,4,1,7,12,2,8,10,4,31,36,4,16,22,4,16,29,12,21,39,3,24,36,9,25,41,8,56,60,9,46,60,21,44,60
1,2,8,1,1,22,4,8,22,1,1,17,3,5,24,0,9,34,0,4,58,4,10,53,1,12,48,12,43,60,6,25,60,14,20,50
1,3,5,1,9,9,2,5,9,14,25,28,3,13,14,2,20,25,3,20,32,4,22,42,5,24,37,9,34,58,14,33,50,22,30,60
1,1,6,0,5,20,1,5,24,0,1,33,0,3,31,1,1,21,1,2,27,1,5,48,5,6,49,7,23,60,4,13,60,0,14,45
1,4,5,0,2,10,2,10,15,13,23,30,7,19,34,0,3,5,4,13,14,6,21,29,7,26,38,10,52,60,20,56,60,8,36,41
1,2,10,0,6,22,2,10,38,0,5,60,0,6,44,0,2,14,1,1,17,6,16,60,5,12,56,13,32,60,13,31,60,2,13,60
1,2,11,2,9,23,2,12,42,1,11,60,0,5,48,2,2,14,1,2,13,5,14,60,2,10,60,13,40,60,9,28,60,2,5,60
0,2,10,1,8,23,3,10,38,3,6,60,0,2,44,1,3,12,0,1,14,4,17,60,0,12,60,14,36,60,11,29,60,1,8,60
2,2,6,0,5,16,2,5,24,0,2,51,0,2,28,1,3,14,2,5,24,2,11,59,4,14,46,8,24,60,6,21,60,2,5,60
0,0,3,0,1,11,4,7,21,2,5,55,3,9,26,0,2,8,2,5,12,5,21,51,0,0,31,7,27,60,4,20,60,4,29,60
0,1,5,1,3,5,2,5,13,1,1,26,1,2,10,1,3,7,0,0,2,3,7,25,1,2,22,14,29,60,5,17,30,11,16,46
0,1,7,2,2,15,1,3,21,0,2,31,1,3,23,0,8,26,1,11,28,2,10,53,0,7,56,6,28,60,1,12,60,1,8,60
0,1,5,0,4,14,1,3,21,0,0,41,1,2,25,0,0,13,0,3,23,3,5,54,3,10,36,15,33,60,8,23,60,3,7,60
0,0,2,1,1,7,0,1,19,0,2,45,2,4,22,0,1,6,0,0,9,2,7,42,0,0,14,6,19,60,2,8,54,1,2,60
0,0,7,0,1,12,0,1,27,11,13,43,1,5,27,0,0,13,1,1,30,0,0,54,0,1,54,3,11,60,1,7,60,0,0,60
1,3,7,2,11,20,1,5,9,7,26,36,7,20,28,1,24,55,9,11,24,5,16,26,3,22,52,16,34,59,9,43,60,5,27,60
1,2,3,0,2,4,1,2,5,0,19,23,0,3,10,1,3,6,3,8,15,2,16,24,6,22,30,2,18,48,4,17,26,2,12,33
1,5,9,8,20,27,0,5,7,2,19,42,7,17,32,31,60,60,20,49,60,1,16,27,15,36,55,10,35,60,17,44,60,9,50,60
0,2,9,1,2,20,0,4,22,5,8,36,1,1,18,0,1,17,3,4,38,3,12,60,5,13,56,5,26,60,7,19,60,5,11,60
1,2,7,0,2,15,1,1,23,0,14,34,0,2,14,1,2,9,0,4,31,2,12,55,4,15,44,9,19,60,6,19,60,3,17,60
1,1,6,0,0,7,1,2,17,0,2,43,1,3,18,0,1,3,0,9,17,2,7,33,0,10,42,10,22,60,1,4,55,0,3,20
0,2,2,0,2,6,1,4,4,0,3,19,0,3,5,4,4,8,1,4,12,2,5,10,0,8,16,7,30,50,1,12,22,2,2,10
1,2,5,1,3,5,4,7,14,0,3,27,1,4,11,2,5,7,0,0,2,5,13,26,0,8,22,12,37,60,9,19,31,8,23,32
1,3,7,0,2,11,1,3,18,0,5,32,1,2,17,2,3,11,0,2,3,3,10,40,4,13,31,12,32,60,2,12,51,1,6,60
1,3,6,0,7,15,2,5,22,0,6,44,1,6,28,1,6,11,0,6,19,2,21,58,2,16,42,6,28,60,9,25,60,3,31,60
1,1,4,2,2,4,3,3,7,2,4,36,1,2,12,1,1,1,0,0,3,2,7,15,1,1,7,5,14,42,6,7,22,1,6,18
0,1,6,1,2,4,4,11,16,6,47,60,3,20,35,1,4,5,1,10,20,4,13,30,6,19,38,17,59,60,12,60,60,6,19,36
1,4,6,1,4,10,2,8,16,1,10,23,2,11,20,11,31,41,16,29,32,7,21,42,8,34,49,9,27,57,12,47,60,52,60,60
1,4,17,1,4,24,2,9,40,10,33,60,3,15,60,2,8,60,3,5,60,12,29,60,4,27,60,10,37,60,17,43,60,8,23,60
0,1,7,2,6,15,2,3,23,0,0,30,2,2,29,1,1,7,6,7,18,5,5,42,2,9,45,9,24,60,5,8,53,0,3,60
1,2,14,0,3,26,0,1,33,1,17,60,1,3,48,1,4,56,1,2,54,2,11,60,3,10,60,9,33,60,6,16,60,1,25,60
1,2,12,1,1,24,0,1,37,0,4,60,1,3,53,0,4,40,1,1,43,2,9,60,2,10,60,11,26,60,5,12,60,1,4,60
2,3,6,1,6,7,1,11,15,4,9,43,4,12,30,1,5,13,1,11,30,3,18,40,6,31,45,13,40,60,3,40,60,5,47,60
1,2,7,0,3,12,1,6,22,8,22,33,2,8,19,0,2,12,1,3,12,6,11,59,4,12,40,8,36,60,3,15,60,0,10,60
1,3,6,2,3,7,2,6,16,1,2,31,1,3,17,2,5,10,0,0,3,4,12,35,4,11,30,10,41,60,6,18,39,4,22,60
1,1,4,2,2,4,3,3,6,2,2,36,1,2,12,1,1,1,0,0,3,2,7,15,1,1,7,6,14,42,6,7,22,1,6,18
0,0,4,0,1,14,1,8,22,1,4,54,2,5,29,0,3,11,2,8,19,10,23,51,0,2,36,7,25,60,11,22,60,1,53,60
0,2,7,1,3,19,3,5,20,0,1,21,0,3,14,0,0,8,1,3,19,7,15,55,2,9,51,8,28,60,4,10,60,1,17,60
2,5,10,7,19,31,1,5,12,3,15,30,7,16,31,14,60,60,18,49,60,2,21,30,6,29,59,10,35,60,10,41,60,8,42,60
1,3,5,0,3,7,1,3,6,20,28,30,1,9,16,1,12,26,3,10,25,5,28,34,10,35,53,10,48,60,9,34,52,10,28,58
1,3,5,0,3,7,1,3,6,20,28,30,1,9,16,1,12,26,3,10,25,5,28,34,10,35,53,10,48,60,9,34,52,10,28,58
1,2,6,3,7,11,4,5,23,3,24,35,3,11,25,3,4,11,1,2,13,5,16,59,5,9,44,6,22,60,7,22,60,6,60,60
1,2,6,3,3,7,3,7,16,1,2,31,1,4,14,2,4,9,0,0,3,4,14,31,1,7,29,15,40,60,9,21,37,5,22,60
1,3,6,0,5,16,1,5,24,0,2,51,0,2,29,0,4,13,1,5,24,3,10,60,2,14,46,6,21,60,5,20,60,3,9,60
0,2,6,1,1,15,1,6,22,1,3,52,0,3,29,2,3,11,3,6,19,4,24,56,3,14,45,10,28,60,6,28,60,1,51,60
1,3,7,0,0,11,0,2,17,1,3,31,0,2,17,1,3,11,1,2,4,1,9,40,6,9,34,14,29,60,2,8,49,0,3,60
0,1,6,0,1,7,0,3,17,1,1,32,1,1,15,0,2,10,0,0,3,0,4,33,1,1,28,10,29,60,4,14,39,8,14,60
0,0,5,0,4,9,1,2,20,1,12,50,1,7,24,0,2,10,0,1,13,3,14,55,0,2,33,8,25,60,2,12,60,14,59,60
0,2,7,0,7,12,3,5,20,4,21,34,3,8,23,0,3,13,1,2,13,8,15,57,2,12,43,8,27,60,7,14,60,4,15,60
1,2,7,0,0,11,1,5,21,2,22,32,1,5,16,0,1,11,1,2,10,5,12,53,4,11,36,15,33,60,5,13,60,0,4,60
1,2,2,2,4,4,2,6,13,17,60,60,5,16,22,1,4,5,4,6,8,2,6,10,6,15,20,7,38,60,11,34,52,6,12,19
1,1,2,1,3,6,3,4,9,8,14,60,3,5,7,0,2,4,1,2,5,4,7,17,2,8,17,12,33,56,4,15,30,1,2,6
0,3,20,0,3,35,2,12,45,4,28,60,3,19,60,0,2,60,1,12,60,3,13,60,4,27,60,18,46,60,7,44,60,3,24,60
0,3,6,0,6,10,0,6,13,4,17,28,2,15,22,1,19,32,4,31,42,4,22,30,10,25,53,10,38,60,12,42,60,3,60,60
0,3,18,1,4,30,1,8,39,5,23,60,0,10,60,4,8,60,2,8,60,12,33,60,4,26,60,9,31,60,13,51,60,4,47,60
1,1,12,0,1,24,0,0,28,0,3,60,0,1,44,0,3,34,0,1,37,2,3,60,3,5,60,7,23,60,1,8,60,3,3,60
0,3,5,0,6,10,2,6,12,3,7,19,4,13,22,2,12,34,2,10,38,8,19,36,2,15,32,11,31,58,15,43,60,11,43,60
1,2,13,0,3,25,0,3,32,3,18,60,1,4,53,1,6,59,1,3,60,4,13,60,3,11,60,7,32,60,7,26,60,1,27,60
0,0,2,0,1,4,1,3,7,2,21,22,6,13,17,0,1,3,0,0,7,1,4,14,0,4,20,8,19,58,1,1,16,0,0,4
1,3,15,1,4,27,0,6,38,3,35,60,1,9,60,3,8,60,3,6,60,10,28,60,6,15,60,7,37,60,17,39,60,4,11,60
0,2,3,4,10,11,1,3,8,3,4,7,2,4,11,0,11,22,0,12,30,1,9,19,0,4,15,10,29,54,3,13,29,3,7,16
0,2,6,3,5,19,0,3,17,9,10,51,0,6,21,3,7,19,7,8,25,3,9,45,7,14,45,6,33,60,6,21,60,4,29,60
0,0,5,0,1,14,3,9,23,1,9,41,2,7,26,0,2,9,2,7,13,9,26,50,0,4,34,7,26,60,6,27,60,3,59,60
0,0,5,0,4,9,1,2,20,1,14,49,1,7,24,0,3,10,0,1,13,3,14,54,0,2,34,8,24,60,2,12,60,22,58,60
1,1,9,0,2,18,0,2,26,0,10,34,0,5,19,1,2,10,0,5,35,2,12,60,4,9,55,4,21,60,3,19,60,1,33,60
0,2,10,0,2,20,0,1,22,0,8,36,0,1,17,0,1,18,2,5,39,4,11,60,1,13,58,5,19,60,7,16,60,4,9,60
1,2,7,1,2,12,4,5,17,2,9,39,2,3,18,0,0,8,0,4,32,3,11,50,2,8,55,9,37,60,3,11,60,3,5,57
0,0,9,0,2,18,2,3,29,0,2,35,0,0,22,0,0,24,0,7,36,0,6,60,1,3,60,3,24,60,1,6,60,3,6,60
1,2,5,0,3,4,1,3,8,2,25,30,3,9,13,0,13,60,1,9,17,5,27,39,12,29,44,9,48,60,7,33,50,8,27,60
1,1,9,0,2,18,0,2,26,0,10,34,0,5,19,1,2,10,0,5,35,2,12,60,4,9,55,4,21,60,3,19,60,1,33,60
1,1,9,0,2,18,0,2,26,0,10,34,0,5,19,1,2,10,0,5,35,2,12,60,4,9,55,4,21,60,3,19,60,1,33,60
0,0,8,0,2,20,2,2,27,0,2,38,0,0,23,0,0,24,0,10,38,0,11,60,1,3,57,4,21,60,0,6,60,2,7,60
1,1,9,0,2,18,0,2,26,0,10,34,0,5,19,1,2,10,0,5,35,2,12,60,4,9,55,4,21,60,3,19,60,1,33,60
1,1,9,0,2,18,0,2,26,0,10,34,0,5,19,1,2,10,0,5,35,2,12,60,4,9,55,4,21,60,3,19,60,1,33,60
0,2,3,0,2,4,1,1,4,0,19,21,0,3,8,1,3,5,3,8,14,2,16,23,3,20,31,2,19,44,4,13,25,2,10,22
0,1,8,0,0,18,0,3,17,1,1,23,2,2,12,0,0,9,0,2,18,0,10,50,2,6,52,6,24,60,1,8,56,13,17,60
0,2,8,0,3,18,4,5,19,1,2,25,2,3,16,0,0,9,1,1,20,8,14,54,3,9,55,9,28,60,6,9,60,1,18,60
0,1,2,1,6,14,5,13,15,1,3,6,1,9,15,1,7,13,0,6,6,6,24,34,5,16,23,3,55,60,8,30,42,1,23,30
0,0,0,2,3,6,1,6,11,0,0,2,1,4,7,0,1,4,0,0,0,4,9,20,2,2,3,5,32,40,4,13,28,1,5,11
0,2,4,2,12,15,1,3,4,3,13,27,2,10,19,15,23,31,15,23,48,2,10,22,2,24,39,3,22,40,1,13,32,18,41,60
1,1,3,5,10,13,2,7,10,0,10,12,2,8,12,6,14,28,5,12,25,7,20,29,6,18,31,15,34,60,3,15,23,12,37,44
1,4,6,0,8,15,0,6,9,4,30,44,6,22,40,0,2,5,1,19,25,7,18,25,3,23,49,7,39,60,10,39,60,7,27,60
0,0,1,2,6,16,0,7,17,0,3,4,3,10,20,1,4,5,0,0,0,5,11,23,0,11,17,10,47,60,9,29,45,4,5,24
0,0,0,2,3,8,2,6,12,0,0,2,1,4,7,0,1,4,0,0,0,4,11,22,2,2,4,7,31,41,4,15,29,1,5,13
1,1,2,0,4,6,1,3,7,1,13,15,1,2,7,0,7,13,0,6,9,1,6,13,4,11,15,8,35,59,2,16,35,0,8,22
1,1,2,0,4,6,1,3,7,1,13,15,1,2,7,0,7,13,0,6,9,1,6,13,4,11,15,8,35,59,2,16,35,0,8,22
0,0,8,1,2,15,2,7,27,2,12,45,1,9,32,0,1,6,0,0,5,6,12,39,0,3,47,8,30,60,6,18,60,3,5,31
0,1,4,3,4,13,2,8,14,0,7,16,3,12,26,1,5,8,0,2,5,2,14,27,3,9,26,12,34,60,9,41,60,0,27,39
0,1,10,3,3,20,5,8,34,4,15,60,1,4,34,1,2,11,0,0,10,4,8,55,0,8,60,6,32,60,6,27,60,2,20,60
1,2,4,0,2,6,3,8,16,6,21,41,3,15,26,2,4,7,1,7,10,3,15,26,5,15,25,17,51,60,15,60,60,5,24,43
1,1,2,1,2,8,2,5,8,0,11,37,2,4,6,0,2,4,1,2,2,5,10,22,3,4,21,8,35,54,3,21,38,1,2,12
0,2,8,0,2,17,0,7,26,0,8,47,0,5,30,0,0,6,0,0,5,1,4,45,0,12,51,3,27,60,4,14,60,1,18,42
0,1,12,2,4,22,3,6,46,7,57,60,3,7,54,1,3,23,1,3,19,4,7,60,1,8,60,10,39,60,8,9,60,0,1,60
1,2,10,0,7,24,2,12,38,2,5,60,0,5,45,1,2,13,1,1,15,5,15,60,2,12,57,12,37,60,14,34,60,3,13,60
0,0,5,0,3,10,2,4,22,3,19,41,3,10,28,1,1,3,0,0,3,6,10,29,0,3,33,8,23,60,8,23,55,0,6,28
1,5,6,2,12,17,3,12,14,7,21,25,4,13,20,4,42,60,1,14,43,3,18,29,6,18,26,11,38,59,17,38,60,8,47,60
0,3,7,2,11,21,1,5,7,6,26,37,9,21,33,0,10,49,1,15,29,4,16,24,0,26,54,14,34,60,13,39,60,5,38,60
1,2,5,6,12,17,5,9,13,1,6,21,5,12,18,4,10,17,2,12,26,0,10,27,7,13,27,4,21,46,8,28,48,4,18,38
